date,Canada,Australia,India,Pakistan,Ireland,United States,New Zealand,South Africa,Singapore,Sierra Leone,Liberia,Ghana,Nigeria,Cameroon,Ethiopia,Uganda,Rwanda,Kenya,Tanzania,Malawi,Zambia,Zimbabwe,Botswana,United Kingdom,Sudan,Namibia,Switzerland,Austria,Germany,Bolivia,Uruguay,Paraguay,Venezuela,Colombia,Ecuador,Peru,Chile,Argentina,Mexico,Spain
2006-01-01,1.9232846497512335,2.409063005501238,4.0510752567127,1.9297288717396366,2.0281091375793774,3.0784815255242535,2.93406703536903,1.8187814170443406,2.8093463534422227,0.005842875801112217,0.013410158877968254,0.9101648436399138,1.268634178734114,0.012496213345690628,0.42530250509393125,0.3027343600791114,0.2684408450696978,0.69613500169921,1.2194954978626484,0.008551712268520764,1.064787796214475,0.25023046708115565,0.017221418973440487,3.5458148627072075,2.41206733325991,0.012665313772261832,2.179929859780209,0.7215097600702456,1.1968074475596002,0.3484557250930548,0.014013928870385396,0.018111366936477847,1.7460070430789394,2.6097923514074397,0.23504765841204614,1.6744944443312009,2.619481050434029,2.2865020901962616,3.1547317836475246,2.1809359730668847
2006-02-01,3.8354033411172854,4.639389349076767,5.908859187189538,2.734258824927765,3.092825984032815,4.52222697392017,1.725776644117601,0.6644032682115519,3.27418189929933,0.007810691140212817,0.004043405914932048,0.007218566668314234,0.7063620707450613,1.2798732807540707,0.010995946002106178,0.9331108866646398,0.26679449973305464,0.8643486795431687,0.7567601633284652,0.010019292008203026,1.83622283084469,0.41613610921163946,0.00677380003922576,4.648794390503199,0.0056156111847520335,0.5536383025675878,2.802068627037709,0.005270989288001547,2.612597098343512,0.3356881844421092,0.48903446164494063,1.2605426149231072,4.2158232662787025,2.045558731523517,1.443370630363523,2.958535601453548,1.5176735254977418,2.682736947644858,6.0782396013663895,2.3495077089099694
2006-03-01,3.648768102425106,2.897732212937813,4.497972869646646,1.4505245954533983,2.8381817404261827,4.072532985622006,2.488527991566629,1.4846577749844312,2.8312238596835835,0.00521695298668209,0.004685660609067559,0.2620158249383986,0.7132154662518366,0.005923040233969394,0.008013549987542954,0.40531238607099956,2.774920180636617,1.7909297479163877,1.891500020964106,0.007952861904495923,2.773504929904713,0.4952979122928464,0.0037944858487406956,3.5459464361572994,0.004737554736216516,0.004562956033107586,2.764977754454796,0.003114308000400846,2.664276195795932,0.6988062309773837,0.21227761625181932,0.01111823536502903,2.5623375341815446,3.672625369762411,1.7366443422087037,0.7572536358276956,1.0295711361963211,2.9905667939572598,4.093147811403057,2.677011784547587
2006-04-01,3.6835426364576014,3.7679067292405044,3.675165043628947,2.4445325832220948,2.638577662590967,3.9705934644208773,3.9543142921036827,1.6737967662450475,1.018496276584983,0.009476253934806906,0.010384850521803613,0.972501677911171,0.415963100851858,0.005493035516429499,1.3092967412524088,0.4405720702969946,0.27076196566090316,0.9798951846460133,0.25616014912386786,1.0113871208589922,1.345419053889278,0.21727829526931633,0.7095108537249876,3.5380379463307827,2.035856701118371,0.017028110197619892,0.0016783379205959053,1.6446603644546416,4.37715995490661,1.2558456735894585,0.2897711788694645,1.2603562222984617,2.932447333552333,3.891029671874829,2.9890758890626428,1.194570979883314,3.1377966442887315,2.9652344818484493,3.4337059490681776,1.7823054284207025
2006-05-01,2.066204222419802,3.6879093646009373,3.1240420516098366,0.7705875502122121,1.4959317333418518,4.101137137437185,2.296650024267866,1.9526883365407237,4.1526010812233265,0.0046827268264932175,0.009288433896038032,0.0018340211917958907,3.046269700008751,0.006637130620978524,0.007513561446340101,2.1366104179178174,1.021139337008888,1.1893557731760758,0.9878944075844956,0.7588112969985389,1.7440102287138544,0.7343018681199326,0.691352724961711,4.814311524697241,0.006800122640657884,0.9496457248653005,0.0049385152398582375,1.6573885096925238,2.390855685040752,0.20056138260231043,0.6625306311111205,2.73187606331057,3.0343029837412216,2.124705379770433,0.7289305546528925,1.4946411864648437,2.6678083198815217,1.8980679486009489,4.270909251628517,2.9575307660162857
2006-06-01,3.8143895463609483,2.842866972039448,2.9115833759663974,2.2889675309905573,2.6521056270042744,4.094214645531867,2.31184919713496,2.378249580791867,1.5321326713901695,0.0013818619373982394,0.006794448069892475,1.2568395114203053,1.071827278096976,0.006603328143473996,0.4500095991902392,0.93162629525995,0.9775801834350067,2.5044144189992377,0.4241368033130179,0.0051445208642401305,1.3510790588342818,1.4124665111556538,0.8127641000491447,3.195645747200324,0.0032615759152163754,0.008840390330737354,1.0307913402621824,1.2611533437434044,1.4842269181732697,0.006159910720225565,0.8434265869299691,0.007563998848437261,2.3082221182661855,1.753293356500064,1.2309999352459902,2.0105531658173486,1.627269310909962,2.205498766831947,3.086300295830526,5.043055423341312
2006-07-01,3.918910052615182,2.532861686598385,3.5296376020625932,2.6091614267803958,1.0805573642319632,2.895148886398807,1.5430702394093703,1.4973565669778486,1.220382021476315,0.008577713911445309,0.005885224175402557,0.4985673228060508,0.5111787554267011,0.0069317155854500085,0.016069524823038844,0.42357324065590846,1.9345787983084979,0.9889135188346291,1.4264506235819587,0.008700507887866624,2.147582507418329,1.1422143244078753,1.3596005175070138,4.310293982994048,0.00902937851679545,0.5225002216510667,1.874870815225491,2.524942693346845,1.5439579437344924,0.017183662063616094,1.1239942889952081,0.06234740794854072,2.8941704565142627,2.782866040962118,1.7716425097617226,1.0305781521097497,1.2534975621401236,1.8752707106843083,3.0712353322671153,4.134005095570406
2006-08-01,3.8381996956593705,2.5079817415721717,4.042233735791657,1.1650094772548523,1.1410975364291913,3.6845053530228595,3.4564009218641574,2.0666836503277004,2.853941088142147,0.0035863499195896513,0.012459786097393,0.40425303564302184,1.5502213025175513,1.2361683564015635,0.5076295183906182,0.014779010921967388,0.9384076429589642,0.7398441890929326,1.9105039023022055,0.007631528946814146,1.3473675053746705,1.1875028112240613,1.237245791651878,2.595613959409628,1.462040817852559,1.1493514523456188,0.6345675405452168,0.005827677473529007,1.9537809489637439,1.5435750582702183,0.01199563549405444,0.011167842255930857,1.3982486261773615,3.4825366466792573,0.8069172098679738,2.2213770098005154,1.0140078137444148,2.58579117818971,4.576701122119747,2.886303611777433
2006-09-01,2.1271632393808244,3.104976064595887,3.1670950555181707,1.0382476814841657,4.027506220437426,2.0973808759783528,1.266575924713782,3.419339968120643,2.271341737203991,0.004969287287695488,0.005985950300051611,0.8268109580087405,0.5928759449830985,0.9288483337115245,0.0070100811999100916,0.01322156933497004,0.8696195369531047,0.6530993577806442,0.6298672925537921,1.67384884126626,1.6878498914375355,0.17371022853781953,0.013733443782911647,2.3984662029742556,2.578048957404041,0.013083215487680306,1.0452180717499562,2.308441346364107,2.6183258476023146,0.8715861438108325,1.326413034001173,0.006639285021316792,2.8094828204274673,1.9847565952764934,2.033405520539534,1.6126341609469446,2.4770747984260195,2.9955794095626738,2.958986401921922,2.625313277953899
2006-10-01,2.6055370886120346,2.468935964616629,4.260185559652575,0.3944637591739744,2.5051884141481504,3.0692874889136226,3.1797292493648524,1.6185437348059302,1.2893977252906477,0.006020787709006108,0.007558963168306965,0.6912672086782783,0.7585235271503523,0.009567908894842991,0.44921393264792114,0.004573547790513206,0.2632450095067059,1.6051839830670556,1.43547113827886,0.008220746181827797,1.345604229888892,0.6595676441220134,0.7669993733171323,4.388424838698037,0.012547063028585851,0.980553449107021,0.5341377056315822,2.3113112861178875,2.32914232278392,0.7456563126286728,0.27800717681396947,0.6089161948147758,2.548277559055564,1.962906231756746,2.5868429719221537,1.259499999269006,1.8494311880623855,1.9109793423432424,2.3759355354712053,2.496088586632379
