date,Bolivia,Uruguay,Paraguay,Venezuela,Colombia,Ecuador,Peru,Chile,Argentina,Mexico
2009-01-01,22.141681088340086,23.47702893770128,15.203673911326192,31.491640651669577,22.050182728016715,26.780928757287295,25.93783187439695,29.38494795364022,36.77335743582473,31.761086200819935
2009-02-01,26.958704960270346,19.606001418836996,14.891739179463508,24.83088777934079,27.395178841089656,31.637955776598346,36.17251640536246,31.59216616582431,36.28902850396801,39.28071881248675
2009-03-01,32.50693642242969,27.133570178575887,16.1296621023538,26.42734573853547,25.503505711036617,32.18011911744472,38.09374525381246,29.832685618506666,30.33874859455666,37.21874155763665
2009-04-01,32.88027599126536,18.27992708513057,13.847205236720805,28.860665068376246,28.054130846701845,27.324409844310757,32.867323586169555,28.329248293886142,27.26742506966942,28.854084717840973
2009-05-01,26.315534570369696,25.38249065418616,12.770262774073768,28.387942903015883,29.234688720444517,24.042292024009694,30.07269244518361,24.758407170293165,28.402616391226054,35.67173840511986
2009-06-01,22.30813144605921,22.048713001195345,18.78773432947348,30.827306836707933,26.637944812057906,26.41520201129524,28.018375247299733,29.315142425578486,33.89272743700237,34.889017318062116
2009-07-01,25.83454794969299,24.17321557592317,22.676903286807523,29.205586393069424,28.62300965560883,24.601773823533254,29.71853106160928,28.292666901606108,32.737436780164536,33.2411026983636
2009-08-01,34.55603241057042,20.68061990110101,11.508806215966153,28.916655352375436,26.791315579729943,23.66742562319031,30.24647414543659,29.67130282147552,32.81955308188926,32.89792533384201
2009-09-01,29.634363521809203,23.865017277758312,23.052706857788277,21.280412276492747,28.785884289583827,25.413941375209713,32.04822604894879,29.452540044633537,28.82714571622721,33.0997173397554
2009-10-01,32.56136953950356,18.9939474735035,15.624741556454282,26.847671784614956,28.031192594655717,20.65894925979443,29.400204693253233,30.116908197133636,34.51286969771393,37.12456018698076
2009-11-01,31.10740093931415,19.352323478718244,17.168919489810794,29.038081481494665,27.04596321205864,19.795957960483587,28.300414422061962,28.704884694661402,34.84709841179658,33.08644477719305
2009-12-01,27.841482386552208,22.878724849917372,11.806937318057711,34.94288790429918,31.30657048304783,24.126134351873958,32.02410933688826,29.721179192612485,31.463044759554037,33.62449304660634
2010-01-01,30.089835836234275,18.829794640586318,11.994782805847919,31.298915624569982,36.399865777070616,21.251368158635593,32.58045658996008,30.92888247797506,33.155211613169016,29.458033547629928
2010-02-01,35.44599590693965,29.229420808367372,17.170053688157747,28.191324773587407,27.278493779800193,20.081601791089383,29.625157720775373,34.46798723262336,30.941002229810177,27.789143715381794
2010-03-01,32.41379651106082,25.766312279238353,15.30931087403483,22.728583751240116,25.99060029604963,20.908114483973602,34.81371191727407,21.320734102282664,39.781235411810265,31.265388624692005
2010-04-01,26.715068363785083,21.956909222338712,16.409215996930055,27.415021615447305,27.57535738174398,25.684576603756803,31.956916832241586,26.41551414171765,31.878045809110507,32.60113665273312
2010-05-01,30.359540102933902,28.62610130762937,14.876370001994959,31.523088223907813,25.72413347633061,22.059905036968605,32.189706129565266,28.81579962642051,28.67143552957374,29.148424100554244
2010-06-01,32.24367810612776,17.98370994402578,18.50357044391947,28.5546712214542,26.08835450928568,23.46549081962958,33.96172843733524,28.641706070981794,29.931543757558476,30.253246776765543
2010-07-01,29.435771493619182,21.109427221036345,13.900615097786378,25.995807091245815,26.855880946814583,23.113774995872628,31.076654765822955,28.20043240515877,32.35570965249621,28.554144965146715
2010-08-01,36.31504908134065,21.064947486234097,11.117169433358338,24.96434437506655,27.00471503896869,20.78614759465215,31.025799151419168,28.85957142562957,34.37638776141872,30.910226529027366
2010-09-01,29.11757294459005,16.356258280853964,14.788556226133508,22.801420863783424,22.64222049357745,26.991379504062113,29.25686738724343,34.380488153154104,33.69649371550478,28.773389326386933
2010-10-01,28.17610723725312,22.41876655606462,13.932408978264354,25.475373521066697,27.397783046361784,23.368969514152397,32.21873322236033,29.257217309774042,26.726732631149552,26.973779176938518
2010-11-01,26.529405632199573,20.80288814537909,23.444207286148995,23.716922739514196,30.157040657330374,22.423020439955682,31.252893210450154,28.394251568931008,28.53230955098301,28.978221886127578
2010-12-01,33.0586750932731,24.245687989386624,16.36302234157223,23.822865829650066,31.01243159626201,17.997272804296195,32.56946206226765,28.83461057694091,29.362623453021623,32.96630828408031
2011-01-01,29.34977480016359,17.68914971654552,12.241433586208373,22.138632583708794,20.620046320972847,15.370171885573688,29.221080779936567,22.898455509206702,23.538289717443558,22.87753700876959
2011-02-01,25.2893021003079,17.791457182838737,11.7510934427933,25.651450133695207,22.231901918399892,16.985124286207895,27.22332445504659,23.110599423102002,34.167360910912805,24.188185895324107
2011-03-01,23.709757439484243,16.42137340710155,13.653979584354985,22.327167182587242,24.009404937507373,18.90897792240993,24.881151721163988,25.064661833504953,24.717930490204406,29.000512672997683
2011-04-01,26.66789166833746,16.509708364364403,14.542724483210552,23.31363542326277,19.616801083381073,18.049835073430458,27.275367501952214,21.377564160975968,24.34265300597895,21.199299578676357
2011-05-01,25.152301833195192,16.44458109074799,14.588324629578764,25.097581633802143,22.763937237946354,17.283737164056497,27.375712365285157,26.8903457515116,22.573664447452263,23.634751319703497
2011-06-01,27.25090892569979,15.445372346576246,13.715241189579489,26.796330842317577,23.043130520424473,15.735209079992805,27.891753657415816,24.493142542974244,23.826728262537127,26.800633658606586
2011-07-01,25.3691834955857,17.502817215609543,14.186910428019276,18.274322258992957,20.90829474362572,14.998632286867235,29.18989146670173,24.641435225531723,21.17938199523153,22.46040840025146
2011-08-01,23.608928937028207,17.063538480443214,13.17497189207236,22.034054819391496,22.537790612466438,16.052499504238586,29.089024217025884,23.04329849148239,24.093230753509825,25.261785484423317
2011-09-01,24.368728806074635,15.430709905113714,14.02067742697511,21.14687209394707,22.4287019883228,17.148768781898976,26.358649571835123,22.2764253499871,22.924295181597117,27.283713006499557
2011-10-01,21.952381490477194,18.96945053305383,18.3603449819119,23.547617633518733,19.659005323360876,16.937337090945796,24.995774027066705,23.724440004970546,22.707481083804506,23.055984248169462
2011-11-01,26.066409628296466,15.771090714684968,15.204199974017802,20.6213993093752,18.73259485891434,16.949086650814774,27.066487184657376,23.516619422192807,26.38131351114738,23.812107763052715
2011-12-01,27.254321963154116,17.577395752785723,15.776170092052572,21.078596987659118,18.48034772946862,16.428048596406573,24.95786502785202,25.97216437747884,27.30336344970949,24.909052735841854
2012-01-01,23.701685599368776,16.936286386262854,20.068230543468363,22.808041022754193,22.413535655819814,16.20327354202076,24.493865302838472,26.540495403464753,28.379206421316976,24.245368077637224
2012-02-01,23.053428116101962,18.320172042590787,15.9076815972778,18.60573036540344,20.418650863538303,16.6029437949145,28.06824548681902,25.768368992704758,28.86704763545081,22.95503499501028
2012-03-01,24.150393404149362,16.38073132324159,21.10202485384489,22.33603834563888,20.636594136650242,17.672367072597616,30.430726701687444,25.647768268658954,29.376962791048726,23.768349140109038
2012-04-01,23.49490159000318,19.84137039167421,15.12631276675234,20.06595239223624,19.965036426896674,16.738667268641382,29.0482331033952,23.696454946029373,26.689286095841,22.30380021785981
2012-05-01,20.63708914486218,15.799652817412394,15.352135278183237,20.56741776790529,20.14383732710368,16.96011575555169,30.266486276006603,24.520653560827398,27.57890137351753,22.77164123635488
2012-06-01,22.655598470842822,14.690657735066138,14.657820818118777,20.330334927748897,18.57286980707738,15.475297448482474,29.709062044276113,23.513005166010796,28.08476994212171,20.119368964064165
2012-07-01,24.16848561165693,15.978643954948359,16.819503231437075,21.58460813132955,19.38276453527458,17.176509209592545,29.23750929827315,24.461445054114684,25.754238037387815,20.62104430772353
2012-08-01,24.819579051871628,16.92848880611656,17.016711617469614,21.626727386705987,19.97352141786249,16.7678919795743,28.673049421383652,22.994486621291866,26.582454706631978,23.186025886044
2012-09-01,22.148147333539896,16.652471987631177,16.406127850757226,22.771585844935668,18.446798632552664,18.03767949043871,30.49175714209411,22.664377862979315,24.27115378409393,23.172730058331577
2012-10-01,23.17985839013463,16.2761547853086,13.18618304213659,17.97099114844334,17.426642858427886,16.114348956331305,29.220737272406538,24.824486013263844,25.51084580211468,19.763360845812297
2012-11-01,20.55069599607034,15.763780202027823,11.266829902648258,19.059208203798853,17.115366405576445,15.578132285995189,27.945309806696148,24.846441195663143,25.258969510494047,19.72513807189614
2012-12-01,19.241994200379235,13.953470194593757,12.938202773046115,16.823649612726534,17.20518153697699,14.68265693059734,28.528120534683723,21.747136010176416,21.74950810216614,16.55587439484453
2013-01-01,22.312662763121352,14.526188176554344,12.666039146361099,18.910431279734393,16.913621869772996,14.097340711436189,24.85321299477654,25.75313034519709,21.889202917303514,21.711784569466047
2013-02-01,17.92115194266191,19.262040865555903,11.405136001297333,18.05550084581698,21.2175823401833,16.23153268564389,24.78444636587814,22.881673171008103,24.22372199352798,21.514258664473427
2013-03-01,19.04840536986677,14.57127163509327,13.101086865837765,17.562587569941908,17.743062393717338,16.84225529748575,23.565393996416084,23.24188650020613,22.706502197127637,17.815799898508534
2013-04-01,20.973683608484105,18.23286041136675,15.365659818763914,19.117327165459706,21.41165435547041,17.44101128466361,28.79420923805565,27.471286864332022,26.438812007572547,24.058236750067394
2013-05-01,17.26983065205636,14.54400724996861,13.912585819271847,18.80388621809487,18.18359119499606,17.691960670876522,26.862885193430962,24.241858597202306,25.67645919246999,17.919528010006992
2013-06-01,18.23270377982255,18.122584129824965,12.737215049553566,18.240890373722277,19.099908018964246,17.13934481562346,27.367968665050846,22.535276166461202,23.47113415457399,18.770907625638166
2013-07-01,18.553377504499505,15.635311842822022,12.816937153159751,23.041044491808528,24.47811286079147,17.468385425092567,28.165476994815144,23.73364088129423,25.32915943028994,20.80395526781753
2013-08-01,19.162740521950813,15.184172113432725,13.44561604297968,22.070070344231336,20.715685775579978,16.280378171333563,27.807579917493143,27.327889594032314,26.053854505737945,20.986107250395943
2013-09-01,20.38119349280972,14.31697304186814,12.981819702495859,21.36164345474895,21.999147429309737,17.24853679411258,26.904030899501773,23.786817969849462,24.29243030406617,21.862969648075413
2013-10-01,19.410893268667074,16.50482279573452,12.742534053840966,21.49481310253838,19.021447054150222,16.07146204280686,24.06986483152532,21.242809476973996,23.66605637637581,19.952303392546593
2013-11-01,16.552493471954623,15.901582546504535,11.43187812766587,20.91792050082025,18.175415540140538,16.23771824022359,25.15991703302732,23.46004218318054,24.082841662328313,18.800840986027
2013-12-01,17.997750014060237,12.553755559228755,14.329042445449323,16.654222750389376,20.4581580441565,15.676264784531687,27.291533151247183,26.31019507354904,27.90171039865719,19.444478014818433
2014-01-01,18.08539893055675,12.755948193473714,11.380189581487459,18.007931387315374,22.46571210565022,15.56688821704701,26.84203919214314,25.719982649189102,29.75504291263398,20.51814253008113
2014-02-01,17.98529906758102,15.714414775073823,11.272870722957421,17.399081058103544,19.35175369682198,17.75577668615628,29.864389058764598,24.058699461628724,24.440667055026385,18.004625498089112
2014-03-01,17.18184775428364,13.890859614829438,16.956362028740408,20.355952999689684,20.54876802650295,15.405677083791291,30.558479443450487,25.560665898091607,21.9743036900942,21.135245707782268
2014-04-01,19.889564192607533,16.2235837022062,14.517941938097618,18.54608109572022,18.913153979566015,17.100508325133703,29.184537793124377,24.82807910552564,23.047057990778697,18.397353669726616
2014-05-01,18.81371694525655,14.76173893849188,12.595571159619768,17.107503927294143,18.122673320775707,16.70989581242282,28.737632757306258,26.286695993023827,24.10389976490891,20.155028354955554
2014-06-01,17.07851780416289,13.209225689906178,11.487137310280843,17.25858776692031,18.420872954259345,16.587109103977788,31.125583292944665,24.623798042355535,24.163722036375802,20.50186471215358
2014-07-01,3.006006042169471,16.81295156643937,13.288498441268706,18.67731409454809,21.015334317698294,18.613073671067596,28.435448982510845,25.820970728890792,25.23340689963667,26.479715055725435
2014-08-01,1.9984014886669759,13.760868302231742,12.53867207080545,16.92339501963621,19.549736594280425,17.593423955621034,27.175736690237503,24.579011861919895,23.239882662492203,22.318971666807595
2014-09-01,2.605639167663614,13.0660015264657,11.896103198042598,16.869378631639805,19.58836589113423,19.34996486376545,28.3815862573787,28.950883378166594,27.69718795958758,21.425881900968154
2014-10-01,2.3836153865915506,15.57903495163178,12.380110949267443,17.61733034084581,19.287949969033487,17.206679508314075,25.979194107886233,28.45610323704102,24.224686889327366,20.016682646414576
2014-11-01,2.4464565498673028,13.555718909814207,10.812995981863047,16.860143207262585,18.237495600912386,16.182106979017142,26.62197930551776,27.016671163648,26.192822371562162,19.11287422614287
2014-12-01,2.2699658511551646,16.294773561780687,11.726355257134793,20.304407564564585,20.454480302299796,18.074118985991305,27.369740614079117,28.557575705872047,26.297520858849285,19.047576382584115
2015-01-01,2.917341177319097,14.792893305613301,10.894712954365444,17.15897002415324,17.369190904821036,16.585199442051472,30.070952785576136,25.34887306619491,25.780939127362792,22.597699429838297
2015-02-01,2.8273200321993355,18.273349368316325,12.933450586043252,20.97318710820255,19.339424673646626,16.438944377944118,28.160417179907096,27.882925955029577,24.996413337319197,21.35715876731547
2015-03-01,3.0997748568194643,15.44497784164433,15.46963139992932,18.4917372691194,19.613088978163432,16.512315952523156,28.35689264185865,28.522185630124703,26.519324196264467,20.582696905956254
2015-04-01,3.20990496305235,15.727181963929624,12.576381421103923,20.126689277253604,19.302212862683895,15.131494418963168,28.091120922455247,29.570288330672454,29.256344217911636,22.027965431104413
2015-05-01,2.8848878558309705,14.693386421849382,11.90048464169847,16.989061697750348,19.24227257744221,17.54489354564487,26.63743415232798,28.717025879163458,26.876947451779593,18.64505005896163
2015-06-01,4.944597855117797,15.72002852153114,13.382279382755845,16.89291787732572,17.670485331921093,20.760928922263556,26.770236875071056,30.27587458673309,26.133393216507702,23.48218620025491
2015-07-01,19.707123372164947,14.719476111949573,11.32203875008662,16.779961700298035,18.677698214235512,17.13702482761573,30.178060254755806,28.88592362515202,24.114583278202517,21.1833011459001
2015-08-01,18.34143621441141,16.381444377106387,11.034507549889787,14.55778606653202,19.673489744761696,15.324196674504453,26.409833531020684,30.147968253143464,22.8210440994185,18.71544801478406
2015-09-01,18.367911612188912,15.546369723169567,11.765408640824,17.10828178557124,20.342597910723875,16.732558927950883,29.168243233742345,27.71704461694932,26.878089322669975,21.176769263846417
2015-10-01,20.47572607470683,14.042151822622472,12.64703794401336,15.309373511034153,20.17663705573488,16.786989852375342,28.27614649504005,26.275942666075675,25.600552979546865,18.157692762471765
2015-11-01,20.275614816732062,17.69143724349492,13.85581518666513,16.88891033043629,20.242434071903933,20.194574712048915,32.43691983744484,28.351519156860974,29.789219282869258,22.638988730151205
2015-12-01,18.63369774272446,17.041004324790013,12.488124375200586,13.893400978831547,20.151883333750327,19.176311047768838,28.92706685268964,28.010783590806515,30.400112776079684,23.10183406126016
2016-01-01,15.784521629162004,13.270313191341806,9.1479426047959,15.948757927051924,17.440085532627712,15.637372379869026,25.473526854956045,24.389271664486312,23.681471986505855,19.16875698050137
2016-02-01,18.45699992221696,12.804646202034103,9.077750979193624,16.525912786882344,19.84145197098707,15.155019859432104,28.986745551721295,25.384763077500473,28.691780802707672,18.799370888618817
2016-03-01,18.13481426788166,13.113611276205475,10.083961505038904,17.640618369299023,18.473181833040236,16.6957830702245,28.004160530345963,26.4178822678877,23.959033708587473,16.897625901998342
2016-04-01,17.162900300421583,12.313429149676027,10.921110413299157,16.869651466301615,20.771400386340954,15.442746053994552,31.133760546615473,25.855093210275122,24.984768644259315,23.63477677876601
2016-05-01,16.814075363659075,11.853089824891033,11.219621187741332,15.246117717398878,18.974660613776738,14.699447953520643,31.826298662568238,25.250303658712507,25.04644357166365,19.530712893800303
2016-06-01,18.070218648975438,14.764254142118466,10.030458554544408,13.279420948090054,18.205263844227833,15.715457297834082,28.605181975693505,25.287293036309276,25.104310641449572,21.008491634612177
2016-07-01,17.63346076356478,10.991848390351997,9.259187806541297,16.86263254454764,18.941455917844984,15.804573554769318,28.75229010034122,22.958179199388454,23.35804235989176,19.654680650023668
2016-08-01,17.637271366350284,14.25783863459317,7.743343466145689,13.184737941403263,17.200547749049953,14.11070050422314,27.45580178031495,24.328744153217496,22.64996197435808,17.510108967125284
2016-09-01,17.347084697158586,13.847993912314468,9.221017713836563,12.319564014178455,17.497544740498086,15.157906019391135,29.72922217139185,24.62860547467582,24.67508103742845,19.857361079252513
2016-10-01,14.28987495149709,12.736009087244641,9.790847160143267,12.758295344594258,18.852685154235907,12.729185854149494,29.840011888379358,22.583822547380286,21.81405681903555,20.111128514256425
2016-11-01,17.10429496576093,13.73672754780423,9.730695270535008,14.352216073848908,19.008899414199742,14.472115034631617,30.259515124220727,25.71925433235376,24.127975387570327,21.054414036535466
2016-12-01,14.093865731452063,16.934635469093184,10.935967750624075,12.333377673096896,21.77342969328363,15.604413602002197,31.381023980528145,28.564750079040312,25.665686104735567,21.13252822088913
2017-01-01,15.942943585359103,13.72117766620457,10.137724379196499,11.867115732049035,21.44105365126615,15.080987690980145,34.20197138658968,28.187142862343208,21.177291774025754,26.276354549419196
2017-02-01,16.483662500407565,15.224960882738042,8.965300796071856,13.980383080422806,22.497062923741293,15.71487020023286,31.583802464416895,26.500626757635843,25.027590736055423,20.842897875390527
2017-03-01,19.22910538746943,13.451764940998645,11.800685010286422,13.950910042592454,24.56716499928891,16.02440184810515,27.54252215291265,30.424025295520142,25.2761665080837,26.60300109339168
2017-04-01,18.263687976654964,14.237409671947084,9.44488110285374,10.613218779851866,22.270108067284106,14.391346066184,29.883843881975938,25.071042973376898,26.385763849968153,20.102284132382646
2017-05-01,19.412135693652694,13.763371534859846,10.613060283313716,10.98351257973114,20.602636231249907,15.236778820286984,34.36107774958014,29.599356127216492,25.03871845515324,22.017801191165457
2017-06-01,17.863232070096384,16.61114103905891,10.128475701616447,9.810641424143865,20.53874193137007,16.26209003538574,32.67173689397591,25.344048975960163,25.48745599235251,24.347098672776568
2017-07-01,16.947133070190713,13.86841857994607,9.679122021399975,9.782876267849156,22.80130987694875,16.042421356526,32.820346410179624,24.95641313824331,25.404704923002075,24.19805774105225
2017-08-01,15.979415053910456,15.415461772299958,9.258298240739336,15.869860666421527,24.21143400219991,16.43646498800838,34.169515189720826,25.880695087932835,24.562757023145345,24.52292595760932
2017-09-01,17.128984015016798,17.491018969420274,9.749708817688049,12.022557176098916,25.452886226347637,12.864600274347536,32.70707132370907,26.175515763775426,23.961506832064238,19.56863504846532
2017-10-01,17.148549213360692,15.480990880203144,8.985615593128514,9.879219577462079,26.06764930894998,15.428251696934762,31.90673030031965,26.65865054643771,24.72625733336924,22.861303967132585
2017-11-01,18.947540974750552,15.185199353618676,10.478947450566768,11.43957684883735,24.74135177896763,16.86869063470911,30.55328537868868,26.87776153751701,24.63007809108814,21.603535114724057
2017-12-01,18.050391127918473,13.431634515034931,9.984360972730686,7.539520712003141,23.84982546015703,16.096416405968952,33.729788536705236,26.500832475179905,23.991372607101003,21.73138918196653
2018-01-01,21.023096637464334,16.5557617006645,12.143713894801389,9.788348931918032,22.467235899692035,17.77522626427537,29.65246464735034,25.631170935031033,22.34133971964857,20.908442473546156
2018-02-01,18.56321288332581,15.514627181022522,10.66317687773836,8.53511776578559,23.731171239213914,16.148861967243302,27.527654703089855,26.217655430207127,24.636365233411148,22.755644383243716
2018-03-01,18.298593383177703,12.843720079484589,10.062046033350331,8.121125758362652,24.49700704720865,17.063799024020295,34.03530907897284,28.24027113647803,24.50232237899526,20.540334678249145
2018-04-01,20.28129449214692,18.6509000842526,10.772793183820344,9.908718554087729,25.45385055243253,16.669636910371793,34.9401875475021,32.69404973101982,27.10815484771697,27.821426896888426
2018-05-01,17.83093038211846,15.456655564324814,10.541206377390896,7.471367232616527,23.51732909201355,16.73707505630528,35.16990108470366,27.938659145281274,28.270848471326584,24.436767425021465
2018-06-01,17.651480677755828,14.57218287877522,9.061705784629456,7.6881679269207925,23.022402643323073,16.510617421749213,31.864346161222578,27.027559507031555,24.026157335376425,24.28050549177691
2018-07-01,18.60957807329385,14.089970775173823,9.57497728479203,7.187992151547232,22.033383096489402,16.41926864051444,35.616334769547315,25.63027623793932,26.564753294445474,24.65189059527085
2018-08-01,18.663990077504685,17.679180300464697,9.458422756096478,9.834394082574041,25.066377245720208,16.645659973610524,35.97463820664657,30.929181064865126,32.45067183917511,26.219857317066168
2018-09-01,17.507835124364,15.877694573592308,8.490572261793737,16.200978941209527,22.676839683036942,15.844199624167757,35.38864367611771,27.21462731178262,30.397170356766182,24.733051599739145
2018-10-01,17.5070478409263,18.207609382083508,8.522823173268838,9.827597118693777,23.02764987228103,16.435291265817106,33.41948045607386,26.136142360296365,27.40170228942854,22.419260407908308
2018-11-01,18.65958567062984,19.52868432201805,11.456876724328804,10.183373519270292,20.52700545481317,17.37239955093624,34.36897413856711,24.95974128128556,28.67985451104301,22.382420888685214
2018-12-01,18.132628379534474,16.640898325270033,8.669730595775919,7.700915163391276,23.518543360543198,15.709022632612594,31.99677276878079,25.468848048142142,26.82879956519975,21.71308846312452
2019-01-01,22.184923959784353,18.56282011024638,11.03870915348805,8.414291784149848,24.369491045705384,17.328217966629808,34.087918628471954,28.727551211208848,24.81367289374755,24.262224033322102
2019-02-01,18.926010409210264,17.14747210877547,9.35234162811885,9.79710730966419,23.37042139170536,16.692083335751676,31.600045866069472,28.375845256639096,25.61664306816335,24.35018650560588
2019-03-01,18.70742437680002,13.38750181981666,11.607875682158262,11.079091418949039,24.864889510731107,15.903644083080032,31.146286946187,29.91307124888693,27.260942394711513,25.13115681863295
