date,Canada,Australia,India,Pakistan,Ireland,United States,New Zealand,South Africa,Singapore,Switzerland,Austria,Germany,Bolivia,Uruguay,Paraguay,Venezuela,Colombia,Ecuador,Peru,Chile,Argentina,Mexico,Spain
2012-01-01,24.840763384771087,20.570740467668443,13.572943775582466,5.144141999590555,14.98878167260109,26.294819187629482,15.439070545989246,18.058742771648177,17.992785084819765,7.31865673822982,22.16532046095811,24.94561637456502,6.4318374844421555,19.31213873016197,8.581727404496563,18.876779209103606,15.924700438439649,5.8880782348754845,20.35467714790664,22.893346978967735,28.330369490764127,21.76399086941324,24.342926952128575
2012-02-01,18.10781478782276,22.45289578209646,16.64670518409696,9.012777706610752,10.225972225075141,19.9816778922492,6.746090615190997,17.531918800844828,21.28359320458949,17.817138803470527,23.202651860821803,21.032992779978283,19.08235330920185,18.790453560220296,13.14457773440151,14.354528839699352,14.584960471443097,17.851808427128148,20.08241340053643,25.761314248209715,18.835810865804905,22.841058822867794,28.089331149436468
2012-03-01,22.683177290468493,27.99174851677419,15.04166069330592,7.385670257949137,16.147117780043324,23.61072987101094,18.452873879492067,16.31262981698477,18.630552012945863,16.58141003477898,20.657277530114413,22.934525214677706,7.310194925639175,16.81000514951704,4.332804199808624,22.274326910596436,16.300281248817548,21.56080287382961,16.145466416848695,26.552752208074015,20.860439252865117,25.325945107373695,24.281120984313592
2012-04-01,17.389521239155712,28.869326149333148,15.653963201789821,6.749753206736893,15.323288667054952,17.46003746645851,7.083796939629515,21.749704367786556,34.312620730531286,23.76564464830493,26.886524602704267,16.20206770998647,14.56004776489776,27.811298013235533,8.459784899893435,20.825961658403358,16.14868360461474,12.02822720493966,19.11832594547527,22.87176061001098,18.79983924611563,21.015624235959805,24.0880792530904
2012-05-01,19.97127321301608,25.456194707317966,14.206792088537112,4.438591951680925,10.176363405860554,20.25959322580082,9.84194488805336,29.902496894355462,14.821038443488495,25.340592633568846,21.35469936648701,14.395302515808325,16.428535180123582,12.687002413050289,6.764512891955355,16.354833411187425,15.468664433871345,12.765207498664338,20.33256325630081,25.90168586625896,22.899444378867535,24.160582243223992,30.93652391436198
2012-06-01,17.129975702865547,22.248917759411842,21.67361398252514,5.926150457189195,19.339487494814637,24.38937391760139,8.773941435491436,19.430589224456163,18.16908723843956,36.2824193188795,22.311938135624004,14.148341601509316,17.329373270280147,11.090349807214304,14.797406506940842,16.562217933651333,16.21426454014507,13.818789955020303,18.47643517369314,21.06877600191701,22.250475710877552,27.972794947613494,28.71868753965925
2012-07-01,23.303054710419175,23.455228728894145,15.643454923723151,4.0448056168548305,21.0668287808179,31.624456212914865,14.109251231105164,27.561635292355813,22.437618277685104,18.8210862104636,21.919417304948215,22.75171672850183,20.133184783176652,9.566835710064119,9.845477963846044,23.7630779275512,16.370660524713678,14.640657581392029,23.51743515232348,23.012481899440534,21.3079660828573,21.840276925186227,31.117506421980085
2012-08-01,18.06586792725376,21.784401642460338,12.750832629824366,4.474535855745965,13.588796421999424,25.463715192200134,13.208906752050954,21.839358494371442,14.682007022592583,15.981758830423425,24.160782176805046,16.97371746863815,18.958310842869714,9.016292785923994,15.543334320143002,16.468950789436803,16.999787167081433,14.784478283402155,18.748643759940556,20.99709731199684,26.467653291027794,25.997671142340998,24.7149810241019
2012-09-01,23.702081116202624,27.96767486138639,11.326786743220099,5.573817672883457,14.13145345415653,24.797404845786115,13.65620301287993,20.71050435409569,23.939584108801157,24.722745227981864,33.15964386993283,18.815720724292,14.22832699185344,17.68250340825304,19.695285033318335,23.004254771146996,15.102537480457888,18.738783463336812,18.683649901642358,21.317998671982117,19.762839656652652,19.183586230548478,24.523289133247538
2012-10-01,19.090381343694357,18.048208756450094,13.4940322340878,6.939046684522318,17.832401448443797,21.780275960380436,23.52727372051364,18.418145002678365,20.10873095517654,13.161643759953158,14.55139960536406,15.505305383890933,17.985326512263047,12.230240752392648,6.991303979551776,13.727483458649118,12.364571375910423,15.32969265520273,19.055689749345753,25.756173398649555,22.21069347354164,22.684537090439818,27.28254607429135
2012-11-01,17.788008544238725,20.65056092148899,12.089901096274017,8.835230152539113,11.955113836906348,23.49288952929292,9.590589683562317,13.971779317307991,16.415013350783315,12.592539521364083,26.022993745467986,14.488556908479245,19.917182702407676,15.376741140365755,10.994321473800909,18.559880634412785,16.499966418097642,14.436489657767666,16.79637851185882,24.205365133997216,20.967691962356255,16.345637524985953,28.755876145201295
2012-12-01,19.86207698492502,15.62960138739701,11.156308169329865,4.8131927334629205,13.254108614897016,17.60050741113319,9.824743575523591,19.26123072538135,19.58347436492106,12.507043951495488,30.653684645758855,23.75069616182397,19.670516664325035,8.362300746385039,13.746682214927702,14.479939176032536,14.040978642610998,11.786350358800057,21.436348659839158,18.25778565644277,18.61651934859243,19.01788310788961,30.06898391561947
2013-01-01,21.529260095846514,18.373475124032073,16.03671896000497,6.017612701029574,7.024506221008774,22.61836844204832,11.333158214198289,15.92494239707684,11.438830763422397,10.375150852089085,16.33196254100198,20.632055887264375,13.102765648879712,12.263746888999888,7.02451199856338,13.827622322362819,11.831100929565697,6.905603977152884,18.788151606099746,19.023919538259715,18.972555481028337,16.806812346479553,24.165412083240884
2013-02-01,20.96940355064959,19.922870952455874,17.474922309767724,5.580892214989868,13.422960535600591,21.31407176326858,7.559862657596352,15.318317895186238,19.83068188160022,26.8515415777736,28.615624453618945,18.069770675747737,9.063170079196594,20.732192116232568,13.548976016732066,13.223930381637663,17.472528889255507,14.552863571272038,17.829820507597987,16.359675408614972,28.705658128491514,21.176206116042597,24.495874501652686
